id,regulator_id,section_reference,section,section_link,subsection,rule_reference,name,rule_link,created_at,updated_at
86,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.5,Unique swap identifiers.,https://www.law.cornell.edu/cfr/text/17/45.5,2016-09-06 18:07:03.537255,2016-09-06 18:07:03.537255
87,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.6,Legal entity identifiers,https://www.law.cornell.edu/cfr/text/17/45.6,2016-09-06 18:07:03.555257,2016-09-06 18:07:03.555257
88,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.7,Unique product identifiers.,https://www.law.cornell.edu/cfr/text/17/45.7,2016-09-06 18:07:03.574258,2016-09-06 18:07:03.574258
89,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.8,Determination of which counterparty must report.,https://www.law.cornell.edu/cfr/text/17/45.8,2016-09-06 18:07:03.593260,2016-09-06 18:07:03.593260
90,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.9,Third-party facilitation of data reporting.,https://www.law.cornell.edu/cfr/text/17/45.9,2016-09-06 18:07:03.614262,2016-09-06 18:07:03.614262
91,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.10,Reporting to a single swap data repository.,https://www.law.cornell.edu/cfr/text/17/45.10,2016-09-06 18:07:03.631264,2016-09-06 18:07:03.631264
92,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.11,Data reporting for swaps in a swap asset class not accepted by any swap data repository.,https://www.law.cornell.edu/cfr/text/17/45.11,2016-09-06 18:07:03.650266,2016-09-06 18:07:03.650266
93,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.12,Voluntary supplemental reporting,https://www.law.cornell.edu/cfr/text/17/45.12,2016-09-06 18:07:03.674268,2016-09-06 18:07:03.674268
94,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.13,Required data standards.,https://www.law.cornell.edu/cfr/text/17/45.13,2016-09-06 18:07:03.694270,2016-09-06 18:07:03.694270
95,1,PART 45,SWAP DATA RECORDKEEPING AND REPORTING REQUIREMENTS (§§ 45.1 - 45.14),https://www.law.cornell.edu/cfr/text/17/part-45,Recordkeeping and Reporting,45.14,Reporting of errors and omissions in previously reported data.,https://www.law.cornell.edu/cfr/text/17/45.14,2016-09-06 18:07:03.711272,2016-09-06 18:07:03.711272
96,1,PART 50,CLEARING REQUIREMENT AND RELATED RULES (§§ 50.1 - 50.52),https://www.law.cornell.edu/cfr/text/17/part-50,Clearing Requirement,SUBPART A,Definitions and Clearing Requirement (§§ 50.1 - 50.11-50.24),https://www.law.cornell.edu/cfr/text/17/part-50/subpart-A,2016-09-06 18:07:03.732274,2016-09-06 18:07:03.732274
97,1,PART 50,CLEARING REQUIREMENT AND RELATED RULES (§§ 50.1 - 50.52),https://www.law.cornell.edu/cfr/text/17/part-50,Clearing Requirement,SUBPART B,Compliance Schedule (§§ 50.25 - 50.26-50.49),https://www.law.cornell.edu/cfr/text/17/part-50/subpart-B,2016-09-06 18:07:03.761277,2016-09-06 18:07:03.761277
98,1,PART 50,CLEARING REQUIREMENT AND RELATED RULES (§§ 50.1 - 50.52),https://www.law.cornell.edu/cfr/text/17/part-50,Clearing Requirement,SUBPART C,Exceptions and Exemptions to Clearing Requirement (§§ 50.50 - 50.52),https://www.law.cornell.edu/cfr/text/17/part-50/subpart-C,2016-09-06 18:07:03.788280,2016-09-06 18:07:03.788280
99,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.28,Duties of All Members,,2016-09-06 18:07:03.817283,2016-09-06 18:07:03.817283
100,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.29,Member Violations,,2016-09-06 18:07:03.846286,2016-09-06 18:07:03.846286
101,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.33,Duty to Supervise,,2016-09-06 18:07:03.871288,2016-09-06 18:07:03.871288
102,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.35,Reporting Open Interest to Clearing Organization,,2016-09-06 18:07:03.893290,2016-09-06 18:07:03.893290
103,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.39,Market Specialists,,2016-09-06 18:07:03.916293,2016-09-06 18:07:03.916293
104,5,2,MEMBERSHIP,https://www.theice.com/publicdocs/rulebooks/futures_us/2_Membership.pdf,DUTIES OF MEMBERS,2.40,Cross Margining Privileges,,2016-09-06 18:07:03.942295,2016-09-06 18:07:03.942295
105,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.1,Compliance with Rules and Consent to Jurisdiction,,2016-09-06 18:07:03.965298,2016-09-06 18:07:03.965298
106,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.2,Duty to Supervise,,2016-09-06 18:07:03.992300,2016-09-06 18:07:03.992300
107,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.3,Trade Practice Violations,,2016-09-06 18:07:04.013302,2016-09-06 18:07:04.013302
108,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.4,Dual Trading Violations,,2016-09-06 18:07:04.033304,2016-09-06 18:07:04.033304
109,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.5,Conduct Detrimental to the Exchange,,2016-09-06 18:07:04.058307,2016-09-06 18:07:04.058307
110,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.6,Prohibition on Dissemination of False Information,,2016-09-06 18:07:04.082309,2016-09-06 18:07:04.082309
111,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.7,Exchange for Related Positions,,2016-09-06 18:07:04.108312,2016-09-06 18:07:04.108312
112,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.8,Block Trading,,2016-09-06 18:07:04.126314,2016-09-06 18:07:04.126314
113,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.9,Settlement Prices,,2016-09-06 18:07:04.146316,2016-09-06 18:07:04.146316
114,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.10,Settlement Premiums,,2016-09-06 18:07:04.170318,2016-09-06 18:07:04.170318
115,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.11,Allocation of Trades,,2016-09-06 18:07:04.192320,2016-09-06 18:07:04.192320
116,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.12,Transfer Transactions Not Required To Be Made Competitively,,2016-09-06 18:07:04.213322,2016-09-06 18:07:04.213322
117,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.13,Duty to Furnish Information,,2016-09-06 18:07:04.232324,2016-09-06 18:07:04.232324
118,5,4,TRADING,https://www.theice.com/publicdocs/rulebooks/futures_us/4_Trading.pdf,GENERAL TRADING RULES,4.14,Compliance with Terms of Exchange Decisions and Orders,,2016-09-06 18:07:04.250326,2016-09-06 18:07:04.250326
119,5,5,MARGINS,https://www.theice.com/publicdocs/rulebooks/futures_us/5_Margin_Rules.pdf,MARGIN RULES,5.03,Margin,,2016-09-06 18:07:04.265328,2016-09-06 18:07:04.265328
120,5,5,MARGINS,https://www.theice.com/publicdocs/rulebooks/futures_us/5_Margin_Rules.pdf,MARGIN RULES,5.04,Omnibus Accounts,,2016-09-06 18:07:04.285330,2016-09-06 18:07:04.285330
121,5,5,MARGINS,https://www.theice.com/publicdocs/rulebooks/futures_us/5_Margin_Rules.pdf,MARGIN RULES,5.05,Change in Margin Requirements,,2016-09-06 18:07:04.302331,2016-09-06 18:07:04.302331
122,5,5,MARGINS,https://www.theice.com/publicdocs/rulebooks/futures_us/5_Margin_Rules.pdf,MARGIN RULES,5.06,Cross Margining Programs,,2016-09-06 18:07:04.326334,2016-09-06 18:07:04.326334
123,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,RECORDS,6.6,General Record Requirements,,2016-09-06 18:07:04.348336,2016-09-06 18:07:04.348336
124,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,RECORDS,6.7,Order Ticket Requirements,,2016-09-06 18:07:04.377339,2016-09-06 18:07:04.377339
125,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,RECORDS,6.8,Average Price Systems,,2016-09-06 18:07:04.397341,2016-09-06 18:07:04.397341
126,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,RECORDS,6.9,Trade Type Indicators,,2016-09-06 18:07:04.412342,2016-09-06 18:07:04.412342
127,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.7,Aggregation of Positions,,2016-09-06 18:07:04.432344,2016-09-06 18:07:04.432344
128,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.8,Enforcement of Position Limits and Position Accountability Levels,,2016-09-06 18:07:04.449346,2016-09-06 18:07:04.449346
129,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.9,Exchange Access to Position Information,,2016-09-06 18:07:04.466348,2016-09-06 18:07:04.466348
130,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.10,Reportable Positions and Daily Reports,,2016-09-06 18:07:04.481349,2016-09-06 18:07:04.481349
131,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.17,Position Limits and Position Accountability for Sugar No. 11® Contracts,,2016-09-06 18:07:04.496351,2016-09-06 18:07:04.496351
132,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,REPORTABLE POSITIONS AND SPECULATIVE POSITION LIMITS,6.18,Position Limits for Domestic Raw Sugar No. 16 Contracts,,2016-09-06 18:07:04.511352,2016-09-06 18:07:04.511352
133,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.40,Service on Exchange Board and Certain Committees,,2016-09-06 18:07:04.527354,2016-09-06 18:07:04.527354
134,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.41,Broker Associations,,2016-09-06 18:07:04.542355,2016-09-06 18:07:04.542355
135,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.42,Floor Broker Registration,,2016-09-06 18:07:04.558357,2016-09-06 18:07:04.558357
136,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.43,Duties of Members with Respect to Option Transactions,,2016-09-06 18:07:04.575359,2016-09-06 18:07:04.575359
137,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.44,Anti-Money Laundering,,2016-09-06 18:07:04.592360,2016-09-06 18:07:04.592360
138,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.45,Deliveries in Bankruptcy Situation,,2016-09-06 18:07:04.608362,2016-09-06 18:07:04.608362
139,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.46,Prohibition of Compensations and Gratuities to Employees,,2016-09-06 18:07:04.625364,2016-09-06 18:07:04.625364
140,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.47,Exchange Disclosure and Trading Policy,,2016-09-06 18:07:04.642365,2016-09-06 18:07:04.642365
141,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.48,Conflict with Government Regulations,,2016-09-06 18:07:04.658367,2016-09-06 18:07:04.658367
142,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.49,Stamp Tax,,2016-09-06 18:07:04.748376,2016-09-06 18:07:04.748376
143,5,6,REGULATORY REQUIREMENTS,https://www.theice.com/publicdocs/rulebooks/futures_us/6_Regulatory.pdf,MEMBER AND EMPLOYEE REGULATORY REQUIREMENTS,6.50,"Disclosure of Information, Trade Data",,2016-09-06 18:07:04.813382,2016-09-06 18:07:04.813382
144,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"PROCEDURES FOR PURCHASE, SALE AND TRANSFER",103,PURCHASE OF MEMBERSHIP AND MECHANICS OF PURCHASE,,2016-09-06 18:07:04.828384,2016-09-06 18:07:04.828384
145,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"PROCEDURES FOR PURCHASE, SALE AND TRANSFER",103.A.,Purchase of Membership,,2016-09-06 18:07:04.844385,2016-09-06 18:07:04.844385
146,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"PROCEDURES FOR PURCHASE, SALE AND TRANSFER",103.B.,Mechanics of Purchase,,2016-09-06 18:07:04.864387,2016-09-06 18:07:04.864387
147,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,APPLICATION FOR MEMBERSHIP,105.A.,Application Process for Members Accessing the Trading Floor,,2016-09-06 18:07:04.881389,2016-09-06 18:07:04.881389
148,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,APPLICATION FOR MEMBERSHIP,105.B.,Application Process for Members Not Requesting Access to the Trading Floor,,2016-09-06 18:07:04.897391,2016-09-06 18:07:04.897391
149,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,APPLICATION FOR MEMBERSHIP,105.C.,Application for Floor Broker’s or Floor Trader’s License,,2016-09-06 18:07:04.913392,2016-09-06 18:07:04.913392
150,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",,2016-09-06 18:07:04.928394,2016-09-06 18:07:04.928394
151,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.A.,Authorization to Sell,,2016-09-06 18:07:04.944395,2016-09-06 18:07:04.944395
152,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.B.,Security Transactions,,2016-09-06 18:07:04.959397,2016-09-06 18:07:04.959397
153,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.C.,Family Transfers,,2016-09-06 18:07:04.974398,2016-09-06 18:07:04.974398
154,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.D.,Futures Industry Transfers,,2016-09-06 18:07:04.991400,2016-09-06 18:07:04.991400
155,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.E.,Unconditional Bequests and Bona Fide Gifts of Membership,,2016-09-06 18:07:05.009402,2016-09-06 18:07:05.009402
156,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.F. ,Clearing Member,,2016-09-06 18:07:05.027404,2016-09-06 18:07:05.027404
157,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.G.,Transfer to Wholly,,2016-09-06 18:07:05.042405,2016-09-06 18:07:05.042405
158,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.H.,Trading Member Firm,,2016-09-06 18:07:05.059407,2016-09-06 18:07:05.059407
159,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.I.   ,Affiliate Member Firm,,2016-09-06 18:07:05.074408,2016-09-06 18:07:05.074408
160,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.J. ,Equity Member Firm,,2016-09-06 18:07:05.095411,2016-09-06 18:07:05.095411
161,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.K.,Transfer to a Trust,,2016-09-06 18:07:05.138415,2016-09-06 18:07:05.138415
162,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.L. ,[Reserved],,2016-09-06 18:07:05.158417,2016-09-06 18:07:05.158417
163,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.M.,Transfer to Joint Tenants With Right of Survivorship,,2016-09-06 18:07:05.174418,2016-09-06 18:07:05.174418
164,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.N.,[Reserved],,2016-09-06 18:07:05.192420,2016-09-06 18:07:05.192420
165,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.O.,[Reserved],,2016-09-06 18:07:05.213422,2016-09-06 18:07:05.213422
166,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.P.,Transfer to a Family Limited Partnership,,2016-09-06 18:07:05.230424,2016-09-06 18:07:05.230424
167,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.Q.,[Reserved],,2016-09-06 18:07:05.246426,2016-09-06 18:07:05.246426
168,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.R.,Electronic Corporate Member Firm,,2016-09-06 18:07:05.263427,2016-09-06 18:07:05.263427
169,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.S.,Family of Funds Member Firm,,2016-09-06 18:07:05.285430,2016-09-06 18:07:05.285430
170,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.T. ,Transfer Restrictions on Series B,,2016-09-06 18:07:05.304431,2016-09-06 18:07:05.304431
171,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,"TRANSFERS, SECURITY TRANSACTIONS, AND AUTHORIZATIONS TO TRANSFER OR SELL",106.U.,Transfer to an Acquiring Member Firm or an Affiliated Member Firm,,2016-09-06 18:07:05.327434,2016-09-06 18:07:05.327434
172,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,120,MEMBERSHIP CATEGORIES,,2016-09-06 18:07:05.351436,2016-09-06 18:07:05.351436
173,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,121,MEMBERSHIP PRIVILEGES,,2016-09-06 18:07:05.370438,2016-09-06 18:07:05.370438
174,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,122,MEMBERSHIP DUES AND ASSESSMENTS PAYABLE,,2016-09-06 18:07:05.396441,2016-09-06 18:07:05.396441
175,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,123,COMPLIANCE WITH THE COMMODITY EXCHANGE ACT,,2016-09-06 18:07:05.422443,2016-09-06 18:07:05.422443
176,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,124,VIOLATIONS OF COMMODITY EXCHANGE ACT,,2016-09-06 18:07:05.442445,2016-09-06 18:07:05.442445
177,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,125,[RESERVED],,2016-09-06 18:07:05.463447,2016-09-06 18:07:05.463447
178,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,126,MEMBERSHIP EDUCATION PROGRAMS,,2016-09-06 18:07:05.484449,2016-09-06 18:07:05.484449
179,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,127,TRADING AND SOLICITATION PRIVILEGES,,2016-09-06 18:07:05.504451,2016-09-06 18:07:05.504451
180,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,128,[RESERVED],,2016-09-06 18:07:05.525454,2016-09-06 18:07:05.525454
181,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,129,CBOT MINI,,2016-09-06 18:07:05.545456,2016-09-06 18:07:05.545456
182,2,1,Membership,http://www.cmegroup.com/rulebook/CBOT/I/1/1.pdf,PRIVILEGES AND RESPONSIBILITIES,130,REQUIRED NOTICES BY MEMBER FIRMS AND SUSPENSION OF MEMBER FIRM PRIVILEGES,,2016-09-06 18:07:05.566458,2016-09-06 18:07:05.566458
183,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,501,EMPLOYEES OF MEMBERS,,2016-09-06 18:07:05.582459,2016-09-06 18:07:05.582459
184,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,502,ADMISSION TO FLOOR,,2016-09-06 18:07:05.607462,2016-09-06 18:07:05.607462
185,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,503,RETIRED MEMBERS,,2016-09-06 18:07:05.631464,2016-09-06 18:07:05.631464
186,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,504,[RESERVED],,2016-09-06 18:07:05.649466,2016-09-06 18:07:05.649466
187,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,505,BOOTH AND FLOOR PRIVILEGES,,2016-09-06 18:07:05.665468,2016-09-06 18:07:05.665468
188,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,FLOOR PRIVILEGES,506,HEADSET PRIVILEGES ON THE TRADING FLOOR,,2016-09-06 18:07:05.782479,2016-09-06 18:07:05.782479
189,2,5,Trading Qualifications and Practices,http://www.cmegroup.com/rulebook/CBOT/I/5/5.pdf,TRADING QUALIFICATIONS AND REGULATIONS,510,REQUIREMENTS FOR MEMBERS AND THEIR EMPLOYEES ON THE TRADING FLOOR,,2016-09-06 18:07:05.798481,2016-09-06 18:07:05.798481
